Source,Target,StartTime,EndTime,LinkType
LEO_13 -Y_OCT,LEO_20 +Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:23:30,LEO_LEO
LEO_9 +Y_OCT,LEO_24 -Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:23:30,LEO_LEO
LEO_17 +Y_OCT,LEO_32 -Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:21:30,LEO_LEO
LEO_21 -Y_OCT,LEO_28 +Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:21:30,LEO_LEO
LEO_8 -Y_OCT,LEO_64 +Y_OCT,16-Feb-2023 01:38:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_4 +Y_OCT,LEO_60 -Y_OCT,16-Feb-2023 01:38:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_56 +Y_OCT,LEO_63 -Y_OCT,16-Feb-2023 01:39:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_52 -Y_OCT,LEO_59 +Y_OCT,16-Feb-2023 01:39:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_25 +Y_OCT,LEO_40 -Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:19:30,LEO_LEO
LEO_29 -Y_OCT,LEO_36 +Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:19:30,LEO_LEO
LEO_33 +Y_OCT,LEO_48 -Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:18:30,LEO_LEO
LEO_37 -Y_OCT,LEO_44 +Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:18:30,LEO_LEO
LEO_48 +Y_OCT,LEO_55 -Y_OCT,16-Feb-2023 01:41:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_44 -Y_OCT,LEO_51 +Y_OCT,16-Feb-2023 01:41:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_41 +Y_OCT,LEO_56 -Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:16:30,LEO_LEO
LEO_45 -Y_OCT,LEO_52 +Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:16:30,LEO_LEO
LEO_40 +Y_OCT,LEO_47 -Y_OCT,16-Feb-2023 01:43:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_36 -Y_OCT,LEO_43 +Y_OCT,16-Feb-2023 01:43:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_32 +Y_OCT,LEO_39 -Y_OCT,16-Feb-2023 01:44:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_28 -Y_OCT,LEO_35 +Y_OCT,16-Feb-2023 01:44:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_49 +Y_OCT,LEO_64 -Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:14:30,LEO_LEO
LEO_53 -Y_OCT,LEO_60 +Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:14:30,LEO_LEO
LEO_24 +Y_OCT,LEO_31 -Y_OCT,16-Feb-2023 01:46:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_20 -Y_OCT,LEO_27 +Y_OCT,16-Feb-2023 01:46:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_1 -Y_OCT,LEO_57 +Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:12:30,LEO_LEO
LEO_5 +Y_OCT,LEO_61 -Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:12:30,LEO_LEO
LEO_21 +Y_OCT,GS11102_OCT,16-Feb-2023 00:00:30,16-Feb-2023 00:12:30,LEO_Ground
LEO_63 +Y_OCT,GS11102_OCT,16-Feb-2023 01:48:30,16-Feb-2023 02:00:00,LEO_Ground
LEO_2 +Y_OCT,LEO_9 -Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:11:30,LEO_LEO
LEO_6 -Y_OCT,LEO_13 +Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:11:30,LEO_LEO
LEO_16 +Y_OCT,LEO_23 -Y_OCT,16-Feb-2023 01:48:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_12 -Y_OCT,LEO_19 +Y_OCT,16-Feb-2023 01:48:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_15 +Y_OCT,LEO_38 +Y_OCT,16-Feb-2023 01:46:30,16-Feb-2023 01:57:30,LEO_LEO
LEO_11 -Y_OCT,LEO_34 -Y_OCT,16-Feb-2023 01:46:30,16-Feb-2023 01:57:30,LEO_LEO
LEO_3 +Y_OCT,LEO_26 +Y_OCT,16-Feb-2023 00:53:30,16-Feb-2023 01:04:30,LEO_LEO
LEO_7 -Y_OCT,LEO_30 -Y_OCT,16-Feb-2023 00:53:30,16-Feb-2023 01:04:30,LEO_LEO
LEO_22 +Y_OCT,LEO_62 +Y_OCT,16-Feb-2023 00:00:30,16-Feb-2023 00:11:30,LEO_LEO
LEO_18 -Y_OCT,LEO_58 -Y_OCT,16-Feb-2023 00:00:30,16-Feb-2023 00:11:30,LEO_LEO
LEO_19 +Y_OCT,LEO_59 +Y_OCT,16-Feb-2023 00:41:30,16-Feb-2023 00:52:30,LEO_LEO
LEO_23 -Y_OCT,LEO_63 -Y_OCT,16-Feb-2023 00:41:30,16-Feb-2023 00:52:30,LEO_LEO
LEO_8 +Y_OCT,LEO_31 +Y_OCT,16-Feb-2023 01:34:30,16-Feb-2023 01:45:30,LEO_LEO
LEO_4 -Y_OCT,LEO_27 -Y_OCT,16-Feb-2023 01:34:30,16-Feb-2023 01:45:30,LEO_LEO
LEO_10 +Y_OCT,LEO_33 +Y_OCT,16-Feb-2023 01:05:30,16-Feb-2023 01:16:30,LEO_LEO
LEO_14 -Y_OCT,LEO_37 -Y_OCT,16-Feb-2023 01:05:30,16-Feb-2023 01:16:30,LEO_LEO
LEO_6 +Y_OCT,LEO_29 +Y_OCT,16-Feb-2023 00:12:30,16-Feb-2023 00:23:30,LEO_LEO
LEO_2 -Y_OCT,LEO_25 -Y_OCT,16-Feb-2023 00:12:30,16-Feb-2023 00:23:30,LEO_LEO
LEO_12 +Y_OCT,LEO_52 +Y_OCT,16-Feb-2023 00:29:30,16-Feb-2023 00:40:30,LEO_LEO
LEO_16 -Y_OCT,LEO_56 -Y_OCT,16-Feb-2023 00:29:30,16-Feb-2023 00:40:30,LEO_LEO
LEO_24 +Y_OCT,LEO_64 +Y_OCT,16-Feb-2023 01:22:30,16-Feb-2023 01:33:30,LEO_LEO
LEO_20 -Y_OCT,LEO_60 -Y_OCT,16-Feb-2023 01:22:30,16-Feb-2023 01:33:30,LEO_LEO
LEO_17 +Y_OCT,LEO_48 +Y_OCT,16-Feb-2023 01:17:30,16-Feb-2023 01:28:30,LEO_LEO
LEO_21 -Y_OCT,LEO_44 -Y_OCT,16-Feb-2023 01:17:30,16-Feb-2023 01:28:30,LEO_LEO
LEO_13 +Y_OCT,LEO_36 +Y_OCT,16-Feb-2023 00:24:30,16-Feb-2023 00:35:30,LEO_LEO
LEO_9 -Y_OCT,LEO_40 -Y_OCT,16-Feb-2023 00:24:30,16-Feb-2023 00:35:30,LEO_LEO
LEO_5 +Y_OCT,LEO_45 +Y_OCT,16-Feb-2023 00:17:30,16-Feb-2023 00:28:30,LEO_LEO
LEO_1 -Y_OCT,LEO_41 -Y_OCT,16-Feb-2023 00:17:30,16-Feb-2023 00:28:30,LEO_LEO
LEO_9 +Y_OCT,LEO_49 +Y_OCT,16-Feb-2023 01:10:30,16-Feb-2023 01:21:30,LEO_LEO
LEO_13 -Y_OCT,LEO_53 -Y_OCT,16-Feb-2023 01:10:30,16-Feb-2023 01:21:30,LEO_LEO
LEO_32 +Y_OCT,LEO_55 +Y_OCT,16-Feb-2023 01:29:30,16-Feb-2023 01:40:30,LEO_LEO
LEO_28 -Y_OCT,LEO_51 -Y_OCT,16-Feb-2023 01:29:30,16-Feb-2023 01:40:30,LEO_LEO
LEO_20 +Y_OCT,LEO_43 +Y_OCT,16-Feb-2023 00:36:30,16-Feb-2023 00:47:30,LEO_LEO
LEO_24 -Y_OCT,LEO_47 -Y_OCT,16-Feb-2023 00:36:30,16-Feb-2023 00:47:30,LEO_LEO
LEO_38 +Y_OCT,LEO_61 +Y_OCT,16-Feb-2023 00:05:30,16-Feb-2023 00:16:30,LEO_LEO
LEO_34 -Y_OCT,LEO_57 -Y_OCT,16-Feb-2023 00:05:30,16-Feb-2023 00:16:30,LEO_LEO
LEO_2 +Y_OCT,LEO_42 +Y_OCT,16-Feb-2023 00:58:30,16-Feb-2023 01:09:30,LEO_LEO
LEO_6 -Y_OCT,LEO_46 -Y_OCT,16-Feb-2023 00:58:30,16-Feb-2023 01:09:30,LEO_LEO
LEO_39 +Y_OCT,LEO_62 +Y_OCT,16-Feb-2023 01:41:30,16-Feb-2023 01:52:30,LEO_LEO
LEO_35 -Y_OCT,LEO_58 -Y_OCT,16-Feb-2023 01:41:30,16-Feb-2023 01:52:30,LEO_LEO
LEO_27 +Y_OCT,LEO_50 +Y_OCT,16-Feb-2023 00:48:30,16-Feb-2023 00:59:30,LEO_LEO
LEO_31 -Y_OCT,LEO_54 -Y_OCT,16-Feb-2023 00:48:30,16-Feb-2023 00:59:30,LEO_LEO
LEO_35 +Y_OCT,LEO_58 +Y_OCT,16-Feb-2023 00:46:30,16-Feb-2023 00:57:30,LEO_LEO
LEO_39 -Y_OCT,LEO_62 -Y_OCT,16-Feb-2023 00:46:30,16-Feb-2023 00:57:30,LEO_LEO
LEO_7 +Y_OCT,LEO_47 +Y_OCT,16-Feb-2023 01:39:30,16-Feb-2023 01:50:30,LEO_LEO
LEO_3 -Y_OCT,LEO_43 -Y_OCT,16-Feb-2023 01:39:30,16-Feb-2023 01:50:30,LEO_LEO
LEO_34 +Y_OCT,LEO_57 +Y_OCT,16-Feb-2023 01:00:30,16-Feb-2023 01:11:30,LEO_LEO
LEO_38 -Y_OCT,LEO_61 -Y_OCT,16-Feb-2023 01:00:30,16-Feb-2023 01:11:30,LEO_LEO
LEO_30 +Y_OCT,LEO_53 +Y_OCT,16-Feb-2023 00:07:30,16-Feb-2023 00:18:30,LEO_LEO
LEO_26 -Y_OCT,LEO_49 -Y_OCT,16-Feb-2023 00:07:30,16-Feb-2023 00:18:30,LEO_LEO
LEO_28 +Y_OCT,LEO_51 +Y_OCT,16-Feb-2023 00:34:30,16-Feb-2023 00:45:30,LEO_LEO
LEO_32 -Y_OCT,LEO_55 -Y_OCT,16-Feb-2023 00:34:30,16-Feb-2023 00:45:30,LEO_LEO
LEO_40 +Y_OCT,LEO_63 +Y_OCT,16-Feb-2023 01:27:30,16-Feb-2023 01:38:30,LEO_LEO
LEO_36 -Y_OCT,LEO_59 -Y_OCT,16-Feb-2023 01:27:30,16-Feb-2023 01:38:30,LEO_LEO
LEO_1 +Y_OCT,LEO_41 +Y_OCT,16-Feb-2023 01:12:30,16-Feb-2023 01:23:30,LEO_LEO
LEO_5 -Y_OCT,LEO_45 -Y_OCT,16-Feb-2023 01:12:30,16-Feb-2023 01:23:30,LEO_LEO
LEO_37 +Y_OCT,LEO_60 +Y_OCT,16-Feb-2023 00:19:30,16-Feb-2023 00:30:30,LEO_LEO
LEO_33 -Y_OCT,LEO_64 -Y_OCT,16-Feb-2023 00:19:30,16-Feb-2023 00:30:30,LEO_LEO
LEO_21 +Y_OCT,LEO_44 +Y_OCT,16-Feb-2023 00:22:30,16-Feb-2023 00:33:30,LEO_LEO
LEO_17 -Y_OCT,LEO_48 -Y_OCT,16-Feb-2023 00:22:30,16-Feb-2023 00:33:30,LEO_LEO
LEO_25 +Y_OCT,LEO_56 +Y_OCT,16-Feb-2023 01:15:30,16-Feb-2023 01:26:30,LEO_LEO
LEO_29 -Y_OCT,LEO_52 -Y_OCT,16-Feb-2023 01:15:30,16-Feb-2023 01:26:30,LEO_LEO
LEO_23 +Y_OCT,LEO_46 +Y_OCT,16-Feb-2023 01:44:30,16-Feb-2023 01:55:30,LEO_LEO
LEO_19 -Y_OCT,LEO_42 -Y_OCT,16-Feb-2023 01:44:30,16-Feb-2023 01:55:30,LEO_LEO
LEO_10 -Y_OCT,LEO_50 -Y_OCT,16-Feb-2023 00:02:30,16-Feb-2023 00:12:30,LEO_LEO
LEO_14 +Y_OCT,LEO_54 +Y_OCT,16-Feb-2023 00:02:30,16-Feb-2023 00:12:30,LEO_LEO
LEO_14 -Y_OCT,GS11101_OGT,16-Feb-2023 00:00:00,16-Feb-2023 00:09:30,LEO_Ground
LEO_10 +Y_OCT,LEO_17 -Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:09:30,LEO_LEO
LEO_8 +Y_OCT,LEO_15 -Y_OCT,16-Feb-2023 01:50:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_4 -Y_OCT,LEO_11 +Y_OCT,16-Feb-2023 01:50:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_12 -Y_OCT,LEO_52 -Y_OCT,16-Feb-2023 01:26:30,16-Feb-2023 01:35:30,LEO_LEO
LEO_16 +Y_OCT,LEO_56 +Y_OCT,16-Feb-2023 01:26:30,16-Feb-2023 01:35:30,LEO_LEO
LEO_8 -Y_OCT,LEO_48 -Y_OCT,16-Feb-2023 00:33:30,16-Feb-2023 00:42:30,LEO_LEO
LEO_4 +Y_OCT,LEO_44 +Y_OCT,16-Feb-2023 00:33:30,16-Feb-2023 00:42:30,LEO_LEO
LEO_22 -Y_OCT,LEO_45 -Y_OCT,16-Feb-2023 01:03:30,16-Feb-2023 01:12:30,LEO_LEO
LEO_18 +Y_OCT,LEO_41 +Y_OCT,16-Feb-2023 01:03:30,16-Feb-2023 01:12:30,LEO_LEO
LEO_15 -Y_OCT,LEO_55 -Y_OCT,16-Feb-2023 00:45:30,16-Feb-2023 00:54:30,LEO_LEO
LEO_11 +Y_OCT,LEO_51 +Y_OCT,16-Feb-2023 00:45:30,16-Feb-2023 00:54:30,LEO_LEO
LEO_3 -Y_OCT,LEO_26 -Y_OCT,16-Feb-2023 01:50:30,16-Feb-2023 01:59:30,LEO_LEO
LEO_7 +Y_OCT,LEO_30 +Y_OCT,16-Feb-2023 01:50:30,16-Feb-2023 01:59:30,LEO_LEO
LEO_7 -Y_OCT,GS11101_OGT,16-Feb-2023 01:51:30,16-Feb-2023 02:00:00,LEO_Ground
LEO_3 +Y_OCT,LEO_59 -Y_OCT,16-Feb-2023 01:51:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_14 +Y_OCT,LEO_54 +Y_OCT,16-Feb-2023 01:51:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_10 -Y_OCT,LEO_50 -Y_OCT,16-Feb-2023 01:51:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_2 -Y_OCT,LEO_42 -Y_OCT,16-Feb-2023 00:04:30,16-Feb-2023 00:12:30,LEO_LEO
LEO_6 +Y_OCT,LEO_46 +Y_OCT,16-Feb-2023 00:04:30,16-Feb-2023 00:12:30,LEO_LEO
LEO_18 +Y_OCT,LEO_25 -Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:07:30,LEO_LEO
LEO_22 -Y_OCT,LEO_29 +Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:07:30,LEO_LEO
LEO_18 -Y_OCT,LEO_58 -Y_OCT,16-Feb-2023 01:52:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_22 +Y_OCT,LEO_62 +Y_OCT,16-Feb-2023 01:52:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_3 -Y_OCT,LEO_26 -Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:07:30,LEO_LEO
LEO_7 +Y_OCT,LEO_30 +Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:07:30,LEO_LEO
LEO_4 +Z_OCT,GS07061_OGT,16-Feb-2023 00:05:30,16-Feb-2023 00:12:30,LEO_Ground
LEO_61 +Z_OCT,GS11102_OCT,16-Feb-2023 00:25:30,16-Feb-2023 00:32:30,LEO_Ground
LEO_22 +Z_OCT,GS11101_OGT,16-Feb-2023 01:42:30,16-Feb-2023 01:49:30,LEO_Ground
LEO_54 +Z_OCT,GS02011_OGT,16-Feb-2023 01:28:30,16-Feb-2023 01:35:30,LEO_Ground
LEO_59 +Z_OCT,GS12111_OGT,16-Feb-2023 00:57:30,16-Feb-2023 01:04:30,LEO_Ground
LEO_19 +Z_OCT,GS12111_OGT,16-Feb-2023 00:28:30,16-Feb-2023 00:35:30,LEO_Ground
LEO_58 +Z_OCT,GS12112_OCT,16-Feb-2023 01:11:30,16-Feb-2023 01:18:30,LEO_Ground
LEO_14 +Y_OCT,LEO_37 +Y_OCT,16-Feb-2023 00:12:30,16-Feb-2023 00:19:30,LEO_LEO
LEO_10 -Y_OCT,LEO_33 -Y_OCT,16-Feb-2023 00:12:30,16-Feb-2023 00:19:30,LEO_LEO
LEO_26 +Y_OCT,LEO_33 -Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:06:30,LEO_LEO
LEO_30 -Y_OCT,LEO_37 +Y_OCT,16-Feb-2023 00:00:00,16-Feb-2023 00:06:30,LEO_LEO
LEO_51 -Y_OCT,LEO_58 +Y_OCT,16-Feb-2023 01:53:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_55 +Y_OCT,LEO_62 -Y_OCT,16-Feb-2023 01:53:30,16-Feb-2023 02:00:00,LEO_LEO
LEO_34 +Z_OCT,GS07062_OCT,16-Feb-2023 01:31:30,16-Feb-2023 01:37:30,LEO_Ground
LEO_55 +Z_OCT,GS01001_OGT,16-Feb-2023 01:12:30,16-Feb-2023 01:18:30,LEO_Ground
LEO_17 +Z_OCT,GS12112_OCT,16-Feb-2023 00:57:30,16-Feb-2023 01:03:30,LEO_Ground
LEO_18 +Z_OCT,GS12111_OGT,16-Feb-2023 00:43:30,16-Feb-2023 00:49:30,LEO_Ground
LEO_24 +Z_OCT,GS01001_OGT,16-Feb-2023 00:03:30,16-Feb-2023 00:09:30,LEO_Ground
LEO_57 +Z_OCT,GS12112_OCT,16-Feb-2023 01:26:30,16-Feb-2023 01:32:30,LEO_Ground
LEO_60 +Z_OCT,GS11101_OGT,16-Feb-2023 00:40:30,16-Feb-2023 00:46:30,LEO_Ground
LEO_35 +Z_OCT,GS07061_OGT,16-Feb-2023 01:16:30,16-Feb-2023 01:22:30,LEO_Ground
LEO_23 +Z_OCT,GS11101_OGT,16-Feb-2023 01:28:30,16-Feb-2023 01:34:30,LEO_Ground
LEO_3 +Z_OCT,GS07061_OGT,16-Feb-2023 00:20:30,16-Feb-2023 00:26:30,LEO_Ground
LEO_23 +Z_OCT,GS01001_OGT,16-Feb-2023 00:17:30,16-Feb-2023 00:23:30,LEO_Ground
LEO_56 +Z_OCT,GS02011_OGT,16-Feb-2023 01:00:30,16-Feb-2023 01:06:30,LEO_Ground
LEO_33 +Z_OCT,GS07062_OCT,16-Feb-2023 01:45:30,16-Feb-2023 01:51:30,LEO_Ground
LEO_62 +Z_OCT,GS11101_OGT,16-Feb-2023 00:11:30,16-Feb-2023 00:17:30,LEO_Ground
LEO_12 +Z_OCT,GS06052_OCT,16-Feb-2023 01:47:30,16-Feb-2023 01:53:30,LEO_Ground
LEO_24 +Z_OCT,GS11102_OCT,16-Feb-2023 01:14:30,16-Feb-2023 01:20:30,LEO_Ground
LEO_20 +Z_OCT,GS12112_OCT,16-Feb-2023 00:14:30,16-Feb-2023 00:20:30,LEO_Ground
LEO_53 +Z_OCT,GS02011_OGT,16-Feb-2023 01:43:30,16-Feb-2023 01:49:30,LEO_Ground
LEO_25 -Y_OCT,LEO_56 -Y_OCT,16-Feb-2023 00:23:30,16-Feb-2023 00:29:30,LEO_LEO
LEO_29 +Y_OCT,LEO_52 +Y_OCT,16-Feb-2023 00:23:30,16-Feb-2023 00:29:30,LEO_LEO
LEO_37 -Y_OCT,LEO_60 -Y_OCT,16-Feb-2023 01:16:30,16-Feb-2023 01:22:30,LEO_LEO
LEO_33 +Y_OCT,LEO_64 +Y_OCT,16-Feb-2023 01:16:30,16-Feb-2023 01:22:30,LEO_LEO
LEO_4 -Y_OCT,LEO_44 -Y_OCT,16-Feb-2023 01:28:30,16-Feb-2023 01:34:30,LEO_LEO
LEO_8 +Y_OCT,LEO_48 +Y_OCT,16-Feb-2023 01:28:30,16-Feb-2023 01:34:30,LEO_LEO
LEO_40 -Y_OCT,LEO_63 -Y_OCT,16-Feb-2023 00:35:30,16-Feb-2023 00:41:30,LEO_LEO
LEO_36 +Y_OCT,LEO_59 +Y_OCT,16-Feb-2023 00:35:30,16-Feb-2023 00:41:30,LEO_LEO
LEO_18 -Y_OCT,LEO_41 -Y_OCT,16-Feb-2023 00:11:30,16-Feb-2023 00:17:30,LEO_LEO
LEO_22 +Y_OCT,LEO_45 +Y_OCT,16-Feb-2023 00:11:30,16-Feb-2023 00:17:30,LEO_LEO
LEO_30 -Y_OCT,LEO_53 -Y_OCT,16-Feb-2023 01:04:30,16-Feb-2023 01:10:30,LEO_LEO
LEO_26 +Y_OCT,LEO_49 +Y_OCT,16-Feb-2023 01:04:30,16-Feb-2023 01:10:30,LEO_LEO
LEO_11 -Y_OCT,LEO_51 -Y_OCT,16-Feb-2023 01:40:30,16-Feb-2023 01:46:30,LEO_LEO
LEO_15 +Y_OCT,LEO_55 +Y_OCT,16-Feb-2023 01:40:30,16-Feb-2023 01:46:30,LEO_LEO
LEO_7 -Y_OCT,LEO_47 -Y_OCT,16-Feb-2023 00:47:30,16-Feb-2023 00:53:30,LEO_LEO
LEO_3 +Y_OCT,LEO_43 +Y_OCT,16-Feb-2023 00:47:30,16-Feb-2023 00:53:30,LEO_LEO
LEO_23 -Y_OCT,LEO_46 -Y_OCT,16-Feb-2023 00:52:30,16-Feb-2023 00:58:30,LEO_LEO
LEO_19 +Y_OCT,LEO_42 +Y_OCT,16-Feb-2023 00:52:30,16-Feb-2023 00:58:30,LEO_LEO
LEO_27 -Y_OCT,LEO_50 -Y_OCT,16-Feb-2023 01:45:30,16-Feb-2023 01:51:30,LEO_LEO
LEO_31 +Y_OCT,LEO_54 +Y_OCT,16-Feb-2023 01:45:30,16-Feb-2023 01:51:30,LEO_LEO
LEO_14 -Y_OCT,LEO_54 -Y_OCT,16-Feb-2023 00:59:30,16-Feb-2023 01:05:30,LEO_LEO
LEO_10 +Y_OCT,LEO_50 +Y_OCT,16-Feb-2023 00:59:30,16-Feb-2023 01:05:30,LEO_LEO
LEO_16 -Y_OCT,LEO_39 -Y_OCT,16-Feb-2023 00:40:30,16-Feb-2023 00:46:30,LEO_LEO
LEO_12 +Y_OCT,LEO_35 +Y_OCT,16-Feb-2023 00:40:30,16-Feb-2023 00:46:30,LEO_LEO
LEO_20 -Y_OCT,LEO_43 -Y_OCT,16-Feb-2023 01:33:30,16-Feb-2023 01:39:30,LEO_LEO
LEO_24 +Y_OCT,LEO_47 +Y_OCT,16-Feb-2023 01:33:30,16-Feb-2023 01:39:30,LEO_LEO
LEO_21 -Y_OCT,LEO_61 -Y_OCT,16-Feb-2023 01:11:30,16-Feb-2023 01:17:30,LEO_LEO
LEO_17 +Y_OCT,LEO_57 +Y_OCT,16-Feb-2023 01:11:30,16-Feb-2023 01:17:30,LEO_LEO
LEO_9 -Y_OCT,LEO_49 -Y_OCT,16-Feb-2023 00:18:30,16-Feb-2023 00:24:30,LEO_LEO
LEO_13 +Y_OCT,LEO_53 +Y_OCT,16-Feb-2023 00:18:30,16-Feb-2023 00:24:30,LEO_LEO
LEO_1 -Y_OCT,LEO_32 -Y_OCT,16-Feb-2023 00:28:30,16-Feb-2023 00:34:30,LEO_LEO
LEO_5 +Y_OCT,LEO_28 +Y_OCT,16-Feb-2023 00:28:30,16-Feb-2023 00:34:30,LEO_LEO
LEO_13 -Y_OCT,LEO_36 -Y_OCT,16-Feb-2023 01:21:30,16-Feb-2023 01:27:30,LEO_LEO
LEO_9 +Y_OCT,LEO_40 +Y_OCT,16-Feb-2023 01:21:30,16-Feb-2023 01:27:30,LEO_LEO
LEO_5 -Y_OCT,LEO_28 -Y_OCT,16-Feb-2023 01:23:30,16-Feb-2023 01:29:30,LEO_LEO
LEO_1 +Y_OCT,LEO_32 +Y_OCT,16-Feb-2023 01:23:30,16-Feb-2023 01:29:30,LEO_LEO
LEO_24 -Y_OCT,LEO_64 -Y_OCT,16-Feb-2023 00:30:30,16-Feb-2023 00:36:30,LEO_LEO
LEO_20 +Y_OCT,LEO_60 +Y_OCT,16-Feb-2023 00:30:30,16-Feb-2023 00:36:30,LEO_LEO
LEO_17 -Y_OCT,LEO_57 -Y_OCT,16-Feb-2023 00:16:30,16-Feb-2023 00:22:30,LEO_LEO
LEO_21 +Y_OCT,LEO_61 +Y_OCT,16-Feb-2023 00:16:30,16-Feb-2023 00:22:30,LEO_LEO
LEO_6 -Y_OCT,LEO_29 -Y_OCT,16-Feb-2023 01:09:30,16-Feb-2023 01:15:30,LEO_LEO
LEO_2 +Y_OCT,LEO_25 +Y_OCT,16-Feb-2023 01:09:30,16-Feb-2023 01:15:30,LEO_LEO
LEO_19 -Y_OCT,LEO_59 -Y_OCT,16-Feb-2023 01:38:30,16-Feb-2023 01:44:30,LEO_LEO
